['name', 'redshift', 'B-Band Mag', 'Strech', 'Color', 'dist mod', 'sample', 'Failed', '?', 'Position', 'Sn Type']
['2001jf', '0.8150', [24.83, 0.25], [0.09, 2.51], [0.03, 0.37], [44.07, 0.73], '0.552', '11', '', [2.4683, 0.45], 'Anon.', '?']
['2001jb', '0.6980', [24.39, 0.14], [-3.29, 1.6], [-0.2, 0.14], [43.77, 0.43], '0.552', '11', '', [2.4433, 0.4333], 'Anon.', '?']
['2001iy', '0.5680', [23.0, 0.08], [0.62, 0.74], [-0.14, 0.09], [42.71, 0.29], '0.552', '11', '', [10.8733, 57.2833], 'Anon.', '?']
['2001ix', '0.7110', [23.81, 0.11], [0.36, 0.99], [-0.17, 0.15], [43.57, 0.37], '0.552', '11', '', [10.8717, 57.1167], 'Anon.', '?']
['2001iw', '0.3396', [22.03, 0.1], [-1.72, 0.59], [0.01, 0.09], [41.08, 0.23], '0.552', '11', '', [7.845, 10.3333], 'Anon.', '?']
['2001iv', '0.3965', [22.39, 0.07], [0.79, 0.3], [0.12, 0.05], [41.49, 0.2], '0.552', '11', '', [7.8367, 10.2833], 'Anon.', '?']
['2001hy', '0.8120', [24.86, 0.11], [-2.65, 1.84], [0.07, 0.15], [43.65, 0.38], '0.552', '11', '', [8.83, 44.25], 'Anon.', '?']
['2001hx', '0.7990', [24.69, 0.08], [1.87, 1.14], [0.34, 0.08], [43.38, 0.23], '0.552', '11', '', [8.8233, 44.0333], 'Anon.', '?']
['2001hu', '0.8820', [24.71, 0.16], [1.78, 1.45], [0.34, 0.27], [43.38, 0.58], '0.552', '11', '', [7.8433, 9.9667], 'Anon.', '?']
['2001hs', '0.8330', [24.22, 0.11], [1.5, 1.05], [0.0, 0.21], [43.69, 0.52], '0.552', '11', '', [4.6567, -1.55], 'Anon.', '?']
['2001fs', '0.8740', [25.07, 0.12], [-0.39, 1.29], [0.42, 0.15], [43.3, 0.39], '0.552', '11', '', [4.6583, -1.4667], 'Anon.', '?']
['2001fo', '0.7720', [23.71, 0.08], [0.02, 0.37], [-0.2, 0.04], [43.51, 0.22], '0.552', '11', '', [4.6283, -1.5], 'Anon.', '?']
['1999dr', '0.1780', [21.58, 0.12], [-1.86, 0.45], [0.49, 0.09], [39.45, 0.24], '0.552', '12', '', [23.005, -0.0833], 'Anon.', 'Ia']
['1999du', '0.2600', [21.31, 0.04], [1.29, 0.33], [-0.02, 0.04], [40.82, 0.2], '0.552', '12', '', [1.1183, -0.1333], 'Anon.', 'Ia']
['1999dv', '0.1860', [20.78, 0.03], [-0.77, 0.19], [0.11, 0.02], [39.71, 0.19], '0.552', '12', '', [1.15, 0.0], 'Anon.', 'Ia']
['1999dx', '0.2690', [21.8, 0.05], [-1.51, 0.51], [0.06, 0.07], [40.78, 0.26], '0.552', '12', '', [1.5667, 0.0667], 'Anon.', 'Ia']
['1999dy', '0.2150', [20.94, 0.03], [0.74, 0.26], [-0.02, 0.03], [40.38, 0.19], '0.552', '12', '', [1.5967, 0.15], 'Anon.', 'Ia']
['2000fr', '0.5430', [23.03, 0.06], [0.69, 0.25], [-0.03, 0.03], [42.48, 0.1], '0.552', '13', '', [13.7, 4.7333], 'Anon.', 'Ia']
['1998bi', '0.7500', [23.86, 0.08], [-0.09, 0.37], [-0.04, 0.04], [43.24, 0.14], '0.552', '13', '', [13.795, 2.35], 'Anon.', 'Ia']
['1998be', '0.6400', [23.83, 0.07], [-2.27, 0.39], [0.03, 0.06], [42.76, 0.19], '0.552', '13', '', [13.7717, 2.05], 'Anon.', 'Ia']
['1998ba', '0.4300', [22.87, 0.05], [-0.7, 0.33], [-0.04, 0.05], [42.18, 0.15], '0.552', '13', '', [13.7267, 2.3333], 'Anon.', 'Ia']
['1998ay', '0.6400', [23.65, 0.07], [0.23, 0.47], [-0.08, 0.06], [43.16, 0.19], '0.552', '13', '', [10.9567, -3.25], 'Anon.', 'Ia']
['1998ax', '0.4970', [23.1, 0.07], [1.05, 0.42], [0.08, 0.05], [42.32, 0.17], '0.552', '13', '', [10.955, -3.5667], 'Anon.', 'Ia']
['1998aw', '0.4400', [23.19, 0.05], [0.53, 0.29], [0.22, 0.04], [42.01, 0.11], '0.552', '13', '', [10.9383, -4.25], 'Anon.', 'Ia']
['1998as', '0.3550', [22.66, 0.06], [-1.55, 0.5], [0.17, 0.08], [41.34, 0.2], '0.552', '13', '', [10.8983, -3.65], 'Anon.', 'Ia']
['1997ez', '0.7800', [24.23, 0.08], [0.94, 0.51], [0.02, 0.05], [43.6, 0.17], '0.552', '13', '', [8.36, 3.4167], 'Anon.', 'Ia']
['1997eq', '0.5400', [23.15, 0.05], [-0.57, 0.32], [-0.02, 0.03], [42.42, 0.11], '0.552', '13', '', [4.9817, -3.9833], 'Anon.', 'Ia']
['1997ek', '0.8600', [24.47, 0.09], [0.03, 0.53], [-0.06, 0.05], [43.92, 0.17], '0.552', '13', '', [4.9367, -3.6833], 'Anon.', 'Ia']
['2002iy', '0.5910', [23.4, 0.1], [2.0, 0.92], [-0.11, 0.09], [43.21, 0.31], '0.552', '15', '', [2.5117, -8.2], 'Anon.', 'Ia']
['2002iz', '0.4260', [22.62, 0.06], [-0.6, 0.41], [0.03, 0.05], [41.76, 0.22], '0.552', '15', '', [2.5217, -8.6], 'Anon.', 'Ia']
['2002ja', '0.3290', [22.53, 0.13], [0.34, 0.77], [0.21, 0.12], [41.34, 0.27], '0.552', '15', '', [23.5033, -9.5833], 'Anon.', 'Ia']
['2003jj', '0.5830', [23.52, 0.07], [0.17, 0.65], [0.18, 0.08], [42.4, 0.29], '0.552', '15', '', [1.1333, 0.05], 'Anon.', 'Ia']
['2003jn', '0.3330', [21.0, 0.05], [1.25, 0.22], [-0.04, 0.03], [40.55, 0.2], '0.552', '15', 'o', [2.49, -9.0333], 'Anon.', 'Ia']
['2003jm', '0.5190', [23.64, 0.08], [0.8, 1.04], [-0.01, 0.1], [43.07, 0.31], '0.552', '15', '', [2.48, -9.1667], 'Anon.', 'Ia']
['2003jv', '0.4010', [22.45, 0.06], [0.65, 0.39], [0.05, 0.06], [41.7, 0.23], '0.552', '15', '', [23.4667, -8.95], 'Anon.', 'Ia']
['2003ju', '0.2050', [21.1, 0.1], [-0.3, 0.2], [0.19, 0.08], [39.9, 0.22], '0.552', '15', '', [23.45, -9.4], 'Anon.', 'Ia']
['2003jr', '0.3400', [21.79, 0.09], [-0.05, 0.45], [-0.06, 0.07], [41.21, 0.23], '0.552', '15', '', [1.185, 0.2333], 'Anon.', 'Ia']
['2003jl', '0.4360', [22.46, 0.06], [0.22, 0.39], [-0.04, 0.05], [41.88, 0.22], '0.552', '15', '', [2.475, -8.15], 'Anon.', 'Ia']
['2003js', '0.3630', [21.89, 0.06], [1.09, 0.28], [-0.09, 0.05], [41.55, 0.21], '0.552', '15', '', [2.4983, -8.5333], 'Anon.', 'Ia']
['2003jt', '0.4360', [22.5, 0.06], [1.76, 0.44], [0.03, 0.06], [41.93, 0.23], '0.552', '15', '', [2.5317, -8.6], 'Anon.', 'Ia']
['2003jw', '0.3090', [22.37, 0.1], [-1.84, 0.36], [0.11, 0.09], [41.17, 0.24], '0.552', '15', '', [2.5183, -8.7667], 'Anon.', 'Ia']
['2003jy', '0.3420', [22.09, 0.06], [0.37, 0.36], [0.02, 0.04], [41.38, 0.21], '0.552', '15', '', [2.1817, -4.4333], 'Anon.', 'Ia']
['2003kk', '0.1590', [21.07, 0.15], [0.03, 0.37], [0.39, 0.13], [39.42, 0.24], '0.552', '15', '', [23.4267, -9.5333], 'Anon.', 'Ia']
['2003kl', '0.3320', [22.4, 0.09], [-2.38, 1.06], [0.06, 0.08], [41.26, 0.24], '0.552', '15', '', [1.1633, 1.0], 'Anon.', 'Ia']
['2003km', '0.4690', [22.57, 0.09], [2.01, 1.63], [-0.1, 0.09], [42.35, 0.28], '0.552', '15', '', [2.5033, -9.0833], 'Anon.', 'Ia']
['2003kn', '0.2390', [21.77, 0.07], [-0.34, 0.25], [0.31, 0.06], [40.26, 0.2], '0.552', '15', '', [2.155, -3.6], 'Anon.', 'Ia']
['2003ko', '0.3520', [22.73, 0.06], [-2.08, 0.61], [0.14, 0.06], [41.42, 0.22], '0.552', '15', '', [2.185, -3.8], 'Anon.', 'Ia']
['2003kt', '0.6120', [23.45, 0.08], [1.04, 0.62], [0.03, 0.07], [42.81, 0.28], '0.552', '15', '', [2.5633, -8.6], 'Anon.', 'Ia']
['2003kq', '0.6310', [23.35, 0.06], [-0.44, 0.6], [0.09, 0.05], [42.38, 0.24], '0.552', '15', '', [2.5183, -8.1833], 'Anon.', 'Ia']
['2003kp', '0.6450', [23.32, 0.08], [-0.38, 0.43], [-0.1, 0.06], [42.82, 0.23], '0.552', '15', '', [2.5167, -8.6667], 'Anon.', 'Ia']
['2003kr', '0.4290', [22.63, 0.05], [-1.1, 0.35], [-0.04, 0.04], [41.89, 0.22], '0.552', '15', '', [2.5217, -8.6], 'Anon.', 'Ia']
['2003ks', '0.4970', [22.88, 0.07], [-0.54, 0.37], [0.02, 0.06], [42.08, 0.22], '0.552', '15', '', [2.5267, -8.6167], 'Anon.', 'Ia']
['2003lh', '0.5390', [23.27, 0.06], [-1.45, 0.5], [0.07, 0.06], [42.23, 0.24], '0.552', '15', '', [2.1717, -5.0], 'Anon.', 'Ia']
['2003le', '0.5610', [23.1, 0.07], [2.45, 1.22], [-0.07, 0.06], [42.87, 0.31], '0.552', '15', '', [1.135, 0.45], 'Anon.', 'Ia']
['2003lf', '0.4100', [22.34, 0.07], [-1.0, 0.64], [0.07, 0.09], [41.35, 0.26], '0.552', '15', '', [1.1467, -0.7333], 'Anon.', 'Ia']
['2003lm', '0.4120', [22.82, 0.13], [-0.01, 1.03], [0.28, 0.13], [41.42, 0.31], '0.552', '15', '', [23.4067, -8.7667], 'Anon.', 'Ia']
['2003ll', '0.5990', [23.76, 0.1], [-3.25, 1.08], [-0.03, 0.13], [42.74, 0.38], '0.552', '15', '', [2.595, -8.1], 'Anon.', 'Ia']
['2003ln', '0.6190', [23.44, 0.07], [1.24, 0.36], [-0.07, 0.06], [43.06, 0.25], '0.552', '15', '', [23.5083, -8.6], 'Anon.', 'Ia']
['2003lj', '0.4220', [22.4, 0.07], [-1.19, 0.47], [-0.07, 0.07], [41.73, 0.23], '0.552', '15', '', [1.2033, 0.3333], 'Anon.', 'Ia']
['2003li', '0.5400', [23.29, 0.07], [-0.59, 0.76], [0.0, 0.08], [42.51, 0.28], '0.552', '15', '', [2.4633, -7.5667], 'Anon.', 'Ia']
['2003li', '0.4010', [23.07, 0.1], [2.55, 1.72], [0.05, 0.11], [42.55, 0.37], '0.552', '15', '', [2.4633, -7.5667], 'Anon.', 'Ia']
['2004fh', '0.2180', [21.39, 0.09], [1.34, 0.33], [0.31, 0.08], [40.08, 0.22], '0.552', '15', '', [23.475, -8.6167], 'Anon.', 'Ia']
['2004fn', '0.6330', [23.14, 0.07], [-0.22, 0.53], [0.09, 0.07], [42.2, 0.26], '0.552', '15', '', [23.505, -9.9833], 'Anon.', 'Ia']
['2004fm', '0.3830', [22.33, 0.09], [-2.04, 0.42], [-0.11, 0.09], [41.64, 0.25], '0.552', '15', '', [23.45, -9.6167], 'Anon.', 'Ia']
['2004fk', '0.3020', [23.19, 0.13], [1.53, 0.7], [0.55, 0.11], [41.31, 0.27], '0.552', '15', '', [1.2267, -0.15], 'Anon.', 'Ia']
['2004fk', '0.3400', [22.26, 0.08], [0.48, 0.43], [0.22, 0.07], [41.08, 0.23], '0.552', '15', '', [1.2267, -0.15], 'Anon.', 'Ia']
['2004fo', '0.5100', [22.8, 0.06], [0.21, 0.44], [0.1, 0.05], [41.88, 0.23], '0.552', '15', '', [1.225, 0.5833], 'Anon.', 'Ia']
['2004fo', '0.4210', [23.07, 0.18], [2.46, 1.06], [0.22, 0.14], [42.14, 0.32], '0.552', '15', '', [1.225, 0.5833], 'Anon.', 'Ia']
['2004fo', '0.3990', [23.43, 0.11], [-2.84, 0.81], [0.36, 0.12], [41.49, 0.29], '0.552', '15', '', [1.225, 0.5833], 'Anon.', 'Ia']
['2004fs', '0.4930', [22.96, 0.08], [1.44, 0.6], [0.12, 0.08], [42.15, 0.26], '0.552', '15', '', [2.5217, -8.8167], 'Anon.', 'Ia']
['2004ft', '0.6870', [23.4, 0.1], [-0.05, 0.89], [-0.12, 0.08], [43.0, 0.29], '0.552', '15', '', [2.5583, -8.1667], 'Anon.', 'Ia']
['2004ha', '0.6870', [23.48, 0.08], [0.73, 0.65], [0.01, 0.07], [42.83, 0.27], '0.552', '15', '', [2.0733, -4.8833], 'Anon.', 'Ia']
['2004hd', '0.4950', [22.87, 0.06], [1.06, 0.57], [0.02, 0.05], [42.25, 0.23], '0.552', '15', '', [2.1467, -4.4333], 'Anon.', 'Ia']
['2004he', '0.6030', [23.47, 0.07], [-0.31, 0.59], [0.03, 0.08], [42.65, 0.28], '0.552', '15', '', [2.4967, -8.35], 'Anon.', 'Ia']
['2004hf', '0.4210', [22.4, 0.07], [1.36, 0.66], [-0.13, 0.06], [42.18, 0.23], '0.552', '15', '', [2.5333, -8.7], 'Anon.', 'Ia']
['2004hi', '0.3480', [22.59, 0.06], [-0.12, 0.34], [0.12, 0.05], [41.59, 0.22], '0.552', '15', '', [2.1433, -5.1333], 'Anon.', 'Ia']
['2004hh', '0.2130', [22.06, 0.1], [-0.73, 0.27], [0.47, 0.09], [40.11, 0.22], '0.552', '15', '', [2.1067, -4.6333], 'Anon.', 'Ia']
['2004hj', '0.3440', [21.71, 0.06], [-0.47, 0.28], [-0.09, 0.05], [41.17, 0.21], '0.552', '15', '', [2.495, -8.7333], 'Anon.', 'Ia']
['2004hk', '0.2710', [21.88, 0.1], [-0.04, 0.94], [0.26, 0.1], [40.53, 0.22], '0.552', '15', '', [23.4517, -8.65], 'Anon.', 'Ia']
['2004hk', '0.5640', [22.84, 0.21], [-0.63, 1.41], [-0.13, 0.19], [42.37, 0.29], '0.552', '15', '', [23.4517, -8.65], 'Anon.', 'Ia']
['2004hl', '0.2740', [22.02, 0.07], [-0.08, 0.3], [0.24, 0.06], [40.72, 0.21], '0.552', '15', '', [1.2267, -0.4667], 'Anon.', 'Ia']
['2004hm', '0.1810', [20.37, 0.11], [0.16, 0.2], [0.0, 0.1], [39.68, 0.23], '0.552', '15', '', [2.4683, -7.7], 'Anon.', 'Ia']
['2004hn', '0.5820', [23.79, 0.07], [-0.44, 0.85], [-0.05, 0.09], [43.16, 0.33], '0.552', '15', '', [1.225, 0.6167], 'Anon.', 'Ia']
['2004hq', '0.6800', [23.68, 0.07], [1.45, 0.85], [0.1, 0.07], [42.9, 0.29], '0.552', '15', '', [2.505, -8.3667], 'Anon.', 'Ia']
['2002jr', '0.4250', [22.46, 0.22], [-1.42, 1.88], [0.05, 0.2], [41.45, 0.45], '0.552', '15', 'd', [2.0783, -5.1667], 'Anon.', 'Ia']
['2003ji', '0.2110', [20.89, 0.1], [-0.16, 0.22], [-0.01, 0.08], [40.2, 0.22], '0.552', '15', 'p', [2.1317, -3.4667], 'Anon.', 'Ia']
['1999fw', '0.2780', [21.69, 0.07], [-1.27, 0.64], [0.11, 0.06], [40.57, 0.2], '0.552', '16', '', [23.5317, 0.1667], 'Anon.', 'Ia']
['1999fn', '0.4770', [22.74, 0.06], [0.76, 0.39], [0.03, 0.04], [42.05, 0.18], '0.552', '16', '', [4.235, 4.3], 'Anon.', 'Ia']
['1999fm', '0.9500', [24.22, 0.1], [1.58, 0.46], [0.03, 0.09], [43.64, 0.3], '0.552', '16', '', [2.51, 1.1667], 'Anon.', 'Ia']
['1999fk', '1.0570', [24.74, 0.12], [-0.28, 1.01], [-0.06, 0.07], [44.15, 0.24], '0.552', '16', '', [2.4817, 1.2667], 'Anon.', 'Ia']
['1999fj', '0.8160', [24.17, 0.1], [0.24, 0.57], [-0.08, 0.18], [43.69, 0.46], '0.552', '16', '', [2.4733, 0.65], 'Anon.', 'Ia']
['1999ff', '0.4550', [23.2, 0.06], [-1.44, 0.68], [-0.0, 0.07], [42.32, 0.23], '0.552', '16', '', [2.565, 0.55], 'Anon.', 'Ia']
['2002dc', '0.4750', [23.21, 0.14], [-1.2, 0.35], [0.11, 0.13], [42.1, 0.26], '0.552', '17', '', [12.6133, 62.2167], 'Anon.', 'Ia?']
['2002dd', '0.9500', [24.61, 0.09], [1.39, 0.38], [0.08, 0.05], [43.88, 0.24], '0.552', '17', '', [12.615, 62.2167], 'Anon.', 'Ia']
['2002fw', '1.3000', [25.68, 0.12], [0.18, 0.35], [-0.01, 0.04], [45.02, 0.24], '0.552', '17', '', [3.5433, -27.7833], 'Anon.', '?']
['2002hp', '1.3050', [25.53, 0.15], [-1.1, 0.37], [-0.02, 0.06], [44.74, 0.26], '0.552', '17', '', [3.54, -27.7667], 'Anon.', '?']
['2002hr', '0.5260', [24.25, 0.12], [2.37, 1.14], [0.2, 0.06], [43.35, 0.26], '0.552', '17', 'o', [3.54, -27.7], 'Anon.', '?']
['2002kc', '0.2160', [22.43, 0.2], [1.09, 1.04], [0.53, 0.1], [40.56, 0.24], '0.552', '17', '', [3.5433, -27.6667], 'Anon.', '']
['2002kd', '0.7350', [24.08, 0.09], [-0.26, 0.35], [0.1, 0.05], [43.09, 0.2], '0.552', '17', '', [3.54, -27.7333], 'Anon.', '']
['2002ki', '1.1400', [25.37, 0.12], [-0.11, 0.42], [0.18, 0.11], [44.2, 0.37], '0.552', '17', '', [12.625, 62.35], 'Anon.', '?']
['2003aj', '1.3070', [26.33, 0.17], [-0.88, 0.69], [0.04, 0.09], [45.41, 0.31], '0.552', '17', '', [3.545, -27.9167], 'Anon.', '?']
['2003az', '1.2650', [25.75, 0.12], [0.22, 0.52], [0.05, 0.04], [44.94, 0.24], '0.552', '17', '', [12.6217, 62.3167], 'Anon.', '?']
['2003bd', '0.6700', [24.26, 0.17], [-1.2, 0.38], [0.11, 0.09], [43.14, 0.21], '0.552', '17', '', [12.6233, 62.2167], 'Anon.', '?']
['2003be', '0.6400', [24.27, 0.21], [-0.95, 0.96], [0.21, 0.12], [42.92, 0.28], '0.552', '17', '', [12.6067, 62.1167], 'Anon.', '?']
['2003dy', '1.3400', [25.73, 0.13], [1.55, 0.71], [0.06, 0.05], [45.07, 0.28], '0.552', '17', '', [12.62, 62.1833], 'Anon.', '?']
['2003eb', '0.9000', [24.09, 0.09], [-0.06, 0.26], [0.13, 0.03], [43.06, 0.21], '0.552', '17', 'o', [12.6217, 62.2333], 'Anon.', '?']
['2003eq', '0.8400', [24.34, 0.08], [-0.01, 0.41], [0.05, 0.03], [43.51, 0.21], '0.552', '17', '', [12.63, 62.2333], 'Anon.', '?']
['2003es', '0.9540', [24.6, 0.11], [-1.05, 0.61], [-0.2, 0.06], [44.26, 0.26], '0.552', '17', 'p', [12.615, 62.2167], 'Anon.', '?']
['2001cw', '0.9530', [24.71, 0.15], [0.14, 0.85], [-0.1, 0.36], [44.27, 0.95], '0.552', '18', '', [15.385, 29.6667], 'Anon.', 'Ia']
['2001gn', '1.1240', [25.37, 0.11], [0.65, 0.65], [0.07, 0.05], [44.57, 0.2], '0.552', '18', '', [14.0333, 5.0833], 'Anon.', 'Ia']
['2001go', '0.5520', [23.08, 0.09], [-1.15, 0.26], [-0.11, 0.07], [42.51, 0.1], '0.552', '18', '', [14.0333, 5.0167], 'Anon.', 'Ia']
['2001gq', '0.6710', [23.79, 0.07], [0.46, 0.29], [0.06, 0.04], [42.98, 0.12], '0.552', '18', '', [14.0317, 4.8833], 'Anon.', 'Ia']
['2001gy', '0.5110', [23.05, 0.06], [-0.31, 0.27], [-0.03, 0.03], [42.37, 0.09], '0.552', '18', '', [13.9517, 4.5167], 'Anon.', 'Ia']
['2001hb', '1.0300', [24.79, 0.1], [1.3, 0.41], [0.0, 0.04], [44.24, 0.14], '0.552', '18', '', [13.9533, 4.3333], 'Anon.', 'Ia']
['04D4dw', '0.9610', [24.55, 0.11], [0.07, 0.53], [-0.16, 0.11], [44.26, 0.34], '0.000', '14', '', [22.27907611111111, -17.834072222222222], '', 'Ia']
['04D4dm', '0.8110', [24.36, 0.08], [0.51, 0.34], [0.12, 0.06], [43.4, 0.21], '1.000', '14', '', [22.257070555555554, -17.245158333333336], '', 'Ia']
['04D4bq', '0.5500', [23.32, 0.06], [0.02, 0.33], [0.14, 0.03], [42.28, 0.16], '0.917', '14', '', [22.247062222222223, -17.827594444444443], '', 'Ia']
['04D4bk', '0.8400', [24.32, 0.08], [0.76, 0.49], [-0.07, 0.07], [43.87, 0.22], '0.910', '14', '', [22.25214, -18.060275], '', 'Ia']
['04D4an', '0.6130', [24.02, 0.06], [-1.41, 0.35], [0.07, 0.03], [42.99, 0.17], '0.000', '14', '', [22.26586138888889, -17.69550277777778], '', 'Ia']
['04D3oe', '0.7560', [24.06, 0.08], [-1.84, 0.48], [-0.28, 0.05], [43.81, 0.19], '0.552', '14', '', [14.327606666666666, 52.55384722222222], '', 'Ia']
['04D3ny', '0.8100', [24.23, 0.08], [0.09, 0.41], [0.07, 0.06], [43.37, 0.21], '0.400', '14', '', [14.315644444444445, 52.187463888888885], '', 'Ia']
['04D3nr', '0.9600', [24.56, 0.11], [0.68, 0.49], [0.13, 0.08], [43.61, 0.28], '0.552', '14', '', [14.377363333333333, 52.64868611111111], '', 'Ia']
['04D3nh', '0.3402', [22.09, 0.04], [0.5, 0.18], [0.04, 0.01], [41.33, 0.14], '1.000', '14', '', [14.374085555555556, 52.333447222222226], '', 'Ia']
['04D3nc', '0.8170', [24.24, 0.09], [1.39, 0.72], [0.02, 0.07], [43.65, 0.21], '1.000', '14', '', [14.2717275, 52.273802777777775], '', 'Ia']
['04D3ml', '0.9500', [24.51, 0.1], [0.86, 0.54], [-0.03, 0.09], [43.98, 0.29], '0.621', '14', '', [14.27751888888889, 53.09325277777778], '', 'Ia']
['04D3lu', '0.8218', [24.34, 0.08], [-0.36, 0.29], [-0.08, 0.06], [43.82, 0.21], '0.000', '14', '', [14.352213888888889, 52.97479166666667], '', 'Ia']
['04D3lp', '0.9830', [24.97, 0.14], [-1.37, 0.46], [-0.03, 0.14], [44.16, 0.43], '1.000', '14', '', [14.330808055555556, 52.503194444444446], '', 'Ia']
['04D3ks', '0.7520', [23.84, 0.08], [0.33, 0.44], [-0.06, 0.05], [43.3, 0.21], '1.000', '14', '', [14.375985277777778, 52.18518333333333], '', 'Ia']
['04D3kr', '0.3373', [21.93, 0.04], [1.1, 0.19], [0.02, 0.02], [41.29, 0.14], '1.000', '14', '', [14.276648333333334, 52.478875], '', 'Ia']
['04D3ki', '0.9300', [24.69, 0.1], [-1.03, 0.33], [0.12, 0.09], [43.55, 0.29], '0.552', '14', '', [14.326277222222222, 52.29239166666667], '', '']
['04D3is', '0.7100', [24.21, 0.07], [0.18, 0.33], [0.21, 0.04], [43.02, 0.18], '0.552', '14', '', [14.281102222222223, 52.81269444444444], '', '']
['04D3hn', '0.5516', [23.46, 0.05], [-0.91, 0.16], [0.15, 0.02], [42.3, 0.15], '0.000', '14', '', [14.368581944444445, 52.22858611111111], '', 'Ia']
['04D3gx', '0.9100', [24.67, 0.1], [-0.52, 0.44], [-0.16, 0.08], [44.31, 0.27], '0.552', '14', '', [14.33713, 52.282777777777774], '', 'Ia']
['04D3gt', '0.4510', [23.22, 0.05], [-0.19, 0.15], [0.28, 0.02], [41.8, 0.14], '0.552', '14', '', [14.375719722222223, 52.64692222222222], '', 'Ia']
['04D3fq', '0.7300', [24.08, 0.07], [-0.76, 0.4], [-0.0, 0.05], [43.28, 0.19], '1.000', '14', '', [14.282745833333335, 52.379472222222226], '', 'Ia']
['04D3fk', '0.3578', [22.52, 0.04], [-0.41, 0.13], [0.14, 0.02], [41.43, 0.14], '0.003', '14', '', [14.307273333333335, 52.52846666666667], '', 'Ia']
['04D3ez', '0.2630', [21.65, 0.03], [-1.01, 0.17], [0.09, 0.02], [40.63, 0.13], '0.000', '14', '', [14.318842777777778, 53.07194722222223], '', 'Ia']
['04D3do', '0.6100', [23.55, 0.06], [-1.15, 0.19], [-0.07, 0.03], [42.9, 0.16], '0.000', '14', '', [14.296133888888889, 52.26755277777778], '', 'Ia']
['04D3df', '0.4700', [23.51, 0.05], [-2.33, 0.29], [0.16, 0.03], [42.13, 0.15], '0.552', '14', '', [14.302778055555557, 52.27768611111111], '', 'Ia']
['04D3dd', '1.0100', [24.88, 0.13], [0.47, 0.56], [0.08, 0.12], [44.01, 0.38], '1.000', '14', '', [14.296779166666667, 52.47067777777778], '', 'Ia']
['04D3cy', '0.6430', [23.78, 0.07], [0.04, 0.27], [0.03, 0.04], [43.01, 0.17], '0.475', '14', '', [14.303453888888889, 52.65833055555555], '', 'Ia']
['04D3cp', '0.8300', [24.11, 0.08], [0.84, 0.33], [-0.21, 0.06], [44.05, 0.21], '0.019', '14', '', [14.339977222222222, 52.820933333333336], '', 'Ia']
['04D3co', '0.6200', [23.76, 0.07], [-0.95, 0.28], [-0.03, 0.04], [43.01, 0.17], '0.965', '14', '', [14.297216388888888, 52.96361111111111], '', 'Ia']
['04D2ja', '0.7410', [24.09, 0.08], [0.02, 0.43], [-0.12, 0.05], [43.72, 0.22], '0.000', '14', '', [9.980139444444445, 1.771736111111111], '', 'Ia']
['04D2iu', '0.6910', [24.26, 0.08], [-1.83, 0.55], [0.1, 0.07], [43.09, 0.25], '0.552', '14', '', [10.0203275, 2.41505], '', 'Ia']
['04D2gp', '0.7070', [24.13, 0.08], [-1.95, 0.54], [-0.04, 0.08], [43.28, 0.26], '1.000', '14', '', [9.988992499999998, 2.5088777777777778], '', 'Ia']
['04D2gc', '0.5210', [23.29, 0.05], [0.93, 0.3], [0.21, 0.03], [42.18, 0.16], '0.999', '14', '', [10.027573611111112, 1.883052777777778], '', 'Ia']
['04D2gb', '0.4300', [22.81, 0.05], [-2.3, 0.28], [0.01, 0.03], [41.81, 0.15], '0.002', '14', '', [10.03963, 1.8941611111111112], '', 'Ia']
['04D2fs', '0.3570', [22.39, 0.04], [-0.08, 0.16], [0.09, 0.02], [41.43, 0.14], '1.000', '14', '', [10.006135, 1.7653972222222223], '', 'Ia']
['04D2fp', '0.4150', [22.52, 0.04], [0.18, 0.19], [-0.01, 0.02], [41.88, 0.14], '0.126', '14', '', [9.991144444444444, 2.3210138888888885], '', 'Ia']
['04D2cf', '0.3690', [22.36, 0.11], [-0.98, 0.44], [-0.03, 0.05], [41.63, 0.15], '0.000', '14', '', [10.032247222222223, 1.8794777777777778], '', 'Ia']
['04D1ak', '0.5260', [23.63, 0.06], [-1.99, 0.36], [0.12, 0.05], [42.4, 0.17], '0.552', '14', '', [2.459265277777778, -4.327438888888889], '', 'Ia']
['04D1aj', '0.7210', [23.85, 0.07], [0.52, 0.46], [0.01, 0.04], [43.18, 0.19], '0.552', '14', '', [2.4316555555555555, -4.994611111111111], '', 'Ia']
['04D1ag', '0.5570', [22.98, 0.06], [-0.46, 0.47], [-0.14, 0.03], [42.56, 0.16], '0.552', '14', '', [2.4114158333333333, -4.28875], '', 'Ia']
['03D4gl', '0.5710', [23.19, 0.07], [-0.59, 0.45], [0.0, 0.04], [42.4, 0.17], '1.000', '14', '', [22.24560388888889, -17.528913888888887], '', 'Ia']
['03D4gg', '0.5920', [23.37, 0.06], [0.85, 0.42], [0.09, 0.03], [42.58, 0.17], '0.000', '14', '', [22.277830555555553, -18.164458333333332], '', 'Ia']
['03D4gf', '0.5810', [23.32, 0.06], [0.29, 0.32], [-0.04, 0.02], [42.74, 0.16], '1.000', '14', '', [22.239703333333335, -17.734033333333333], '', 'Ia']
