2301z	2304z			18	17.5	69	16	5.3	3.80E+03
2311z	2315z			18	55.7	70	6	6.6	2.20E+03
3651z	3667z			19	58.3	-56	5	17.8	2.40E+01
3663	3692z			20	17.3	-52	11	6.9	1.90E+01
3683	3694z			20	28.8	-33	31	5.7	1.50E+02
3687z	3703z			20	32.5	-62	21	15.8	2.50E+01
3656z	3698z	3706z	3742z	20	33.1	-37	30	10.6	5.50E+01
3656z	3706z			20	18.1	-38	35	4.5	5.20E+02
3693	3695z	3696z	3705z	20	33.3	-35	17	10.3	1.40E+02
3693	3695z			20	31.4	-35	20	1	6.50E+02
2330z	2333	3729		20	56.6	-22	4	11.1	1.40E+01
2330z	3729			20	55.8	-23	23	9.8	6.30E+01
3744z	3747z			21	4.8	-34	41	2.1	1.60E+01
3739	3751	3755	3756z	21	9.2	-42	46	12	4.70E+01
3751	3755			21	11.6	-43	20	4.3	9.80E+02
2339z	3778			21	23.9	-22	16	14.3	2.40E+01
3764z	3787			21	27.8	-36	12	14.8	1.40E+01
3781z	3782z			21	30.6	-64	39	4.3	4.00E+01
3750	3766	3771z	3777z	21	32.4	-50	39	19	1.40E+01
3785z	3792	3793	3796z						
3817	3818								
3766	3771z	3777z	3785z	21	32.9	-51	32	16.6	2.00E+01
3793	3796z	3817							
3817	3818			21	48	-49	16	4.3	1.30E+02
3777z	3785z			21	30.2	-53	3	1.9	3.00E+02
3766	3771z			21	24.9	-50	15	2.4	2.70E+02
2353	2355z	2356z		21	32.6	0	16	34.6	1.20E+01
2353	2356			21	32.5	0	58	8.4	2.70E+02
2378z	3770			21	35.2	-20	40	5.9	2.20E+01
3795	3813z			21	40.9	-32	8	9.1	4.70E+01
2361z	2362z	2372z	2382z	21	44.5	-17	6	22.2	1.90E+01
2401z									
2361z	2362z	2382z		21	41.2	-14	59	12	5.30E+01
2372z	2401z			21	49.3	-20	16	1.2	2.30E+02
2361z	2362z			21	37.2	-14	32	2.8	1.10E+04
3806z	3822z	3825z	3826z	21	51.2	-58	9	5	2.20E+01
3806z	3822z	3826z		21	50.1	-57	20	4	1.30E+02
3806z	3822z			21	46.8	-57	48	4	4.20E+02
3809z	3831z			21	52	-45	6	7.1	3.90E+01
2366z	2399z	2415z		21	52.6	-6	59	14.8	3.10E+01
2399z	2415z			21	58.8	-6	56	2.5	4.00E+02
2384z	3828			21	54.1	-20	11	17.3	2.20E+01
2377z	2400z	2402z	2410z	21	59.2	-10	41	23.4	1.70E+01
2420z	2428z								
2377z	2402z	2410z		21	52.9	-10	9	2.2	5.40E+01
2420z	2428z			22	10.6	-11	1	2.5	8.80E+01
3799z	3879			22	0.5	-71	7	13.7	2.70E+01
3816z	3867			22	2.5	-56	44	5.8	2.00E+01
3827z	3860			22	7.4	-58	46	9.8	1.10E+01
3836	3839	3849z	3877	22	12.3	-50	33	13.8	2.60E+01
3839	3877			22	15.2	-49	10	3.6	8.10E+01
3836	3849z			22	9.4	-51	56	10.8	6.40E+01
3851z	3864z			22	15.2	-52	47	0.3	3.30E+04
3854z	3888z			22	23.1	-36	58	5.8	2.80E+01
3875	3886z			22	25.6	-56	14	9.4	3.30E+01
2459z	2462z	2492z		22	39.4	-17	42	5.3	2.60E+01
2477	2480	2496z		22	44.3	-17	20	14.8	2.40E+01
2477	2480			22	42.3	-17	40	3.4	9.40E+02
2479z	2524z			22	51.6	17	13	11.5	6.70E+01
2511z	2525z			22	58.7	-9	22	3.7	9.30E+01
2518z	2521z			22	58.8	-23	20	2.6	4.60E+01
2528z	3949			22	59.5	-20	57	5.9	8.70E+01
2514	2531z	2539z		23	2.7	-22	23	4.9	2.60E+01
2531z	2539z			23	5.2	-21	51	1.9	4.50E+03
2526	2542z			23	4.4	-24	32	10.3	7.00E+01
2534z	2536z			23	5	-22	49	1.6	3.80E+04
2538z	2556z	2566z	3964	23	7.8	-20	43	13.7	3.30E+01
2538z	2566z	3964		23	7	-20	20	4	8.50E+01
2538z	3964			23	3.8	-20	10	1.5	1.50E+03
2546z	2548z	2554z		23	8.8	-21	48	5.7	7.70E+01
2548z	2554z			23	9.2	-21	13	2.5	5.30E+02
2540z	2550z	2565z	3996	23	11.9	-22	3	25.4	1.40E+01
2565z	3996			23	15.9	-21	53	3.7	1.10E+02
2555z	2568z			23	12.2	-22	29	4.1	3.20E+02
3988	3992z			23	15.7	-73	43	3.6	1.90E+03
2572z	2589z	2592z	2593z	23	24.7	15	14	19.3	2.00E+01
2657z									
2572z	2589z	2592z	2593z	23	20.3	16	49	18.4	4.50E+01
2572z	2589z	2593z		23	19.8	16	28	4	4.70E+02
2597z	2638z			23	30.3	-12	11	8.4	3.40E+01
2616z	2623z			23	31.6	5	20	15.6	2.10E+02
4008z	4026			23	32.9	-38	42	16.1	1.90E+01
2622z	2625z	2626z		23	33.4	22	47	14.8	2.00E+01
2625z	2626z			23	33.9	20	35	11.1	2.50E+02
2618z	2637z			23	34	21	58	3.1	9.10E+02
2619z	2640			23	34.7	20	33	26.1	1.90E+01
2632z	2636	2646z	2652	23	38.7	-10	34	37.5	2.10E+01
2658z									
2632z	2652			23	37.9	-10	4	9.9	1.20E+02
2636	2646z			23	37.5	-10	3	4.9	1.30E+03
2644z	2656z			23	40.4	-2	17	20.2	1.40E+01
2634z	2666z			23	42.1	26	49	11.9	2.10E+02
4038z	4049z			23	47	-28	32	1.2	4.40E+04
2675z	2678z			23	53.2	11	17	1.9	3.70E+04
2686z	4055	4061	4069	23	55.4	-22	0	16.8	2.30E+01
4055	4069			23	55.1	-21	34	3.5	3.40E+02
4064	4067z			23	56.2	-60	36	13.1	4.70E+01
4056	4068z	4074		23	56.3	-37	60	15.1	1.90E+01
4056	4074			23	55.8	-37	7	15.1	2.40E+01
2717z	4059z			23	57.4	-35	35	1.5	1.20E+03
2716z	2726	4053z		23	59.1	-27	56	14.8	3.20E+01
2726	4053z			23	58.5	-28	10	3.6	7.80E+01
267	268	271	295	1	53.1	0	6	2.7	8.40E+02
921	942			10	6.3	7	10	16.9	5.40E+02
